title,references
Societal savings by “fast tracking” lower acuity patients in an urban pediatric emergency department,"HK Simon et al.“Fast tracking” patients in an urban pediatric emergency departmentAm J Emerg Med(1996)-::-HW Meislin et al.Fast track: Urgent care within a teaching hospital emergency department: Can it work?Ann Emerg Med(1988)-::-R Halperin et al.Utilization of pediatric emergency services: A critical reviewPediatr Clin North Am(1979)-::-LD PurnellA survey of emergency department triage in 185 hospitals: Physical facilities, fast-track systems, patient-classification systems, waiting times, qualification, training, and skills of triage personnelJ Emerg Nurs(1991)-::-C Covington et al.Implementation of a nurse practitioner-staffed fast trackJ Emerg Nurs(1992)-::-DM CardelloImplementation of a one-hour fast track service: One hospital's experienceJ Emerg Nurs(1992)-::-N RomanelliWe put ED patients on the fast trackRN(1992)-::-SW Wright et al.Fast track in the emergency department: A one-year experience with nurse practitionersJ Emerg Med(1991)"
Patient satisfaction with physician assistants (PAs) in an ED fast track,
Provision of clinically based information improves patients' perceived length of stay and satisfaction with EP,"JA Hall et al.What patients like about their medical care and how often they are asked: A meta-analysis of the satisfaction literatureSoc Sci Med(1988)-::-H Bjorvell et al.Patients' perceptions of the health care received in an emergency departmentAnn Emerg Med(1991)-::-S Krishel et al.Effect of emergency department information on patient satisfactionAnn Emerg Med(1993)-::-KJ Rhee et al.Perceptions and satisfaction with emergency department careJ Emerg Med(1996)-::-LR Schwartz et al.Emergency department complaints: A one-year analysisAnn Emerg Med(1987)-::-FR Woolley et al.The effects of doctor—patient communication on satisfaction and outcome of careSoc Sci Med(1978)-::-A DonabedianEvaluating the quality of medical careMilbank Q(1966)-::-H WaitzkinDoctor-patient communication. Clinical implications of social scientific researchJAMA(1984)-::-LS Linn et al.Physician and patient satisfaction as factors related to the organization of internal medicine group practicesMed Care(1985)-::-JL Mack et al.The effect of urgency on patient satisfaction and future emergency department choiceHealth Care Manage Rev(1995)-::-M FreudenheimIn a Shift, an H.M.O. Rewards Doctors for Quality CareThe New York Times(July 11, 2001)-::-A Trout et al.Patient satisfaction investigations and the emergency department: What does the literature say?Acad Emerg Med(2000)"
Ultrasonic measurements of breathing rate in rats and computer assisted analysis,"J.D. Down et al.Lung damage after hemithoracic irradiation: Dependence on mouse strainRadiother. Oncol.(1986)-::-T.D. Landry et al.Pulmonary physiology and inhalation dosimetry in rats: Development of a method and two examplesTox. Appl. Pharm.(1983)-::-S.P. Lockhart et al.A semi-automatic method for breathing rate measurement in the mouseRadiother. Oncol.(1991)-::-E.L. Travis et al.WR-2721 protection of pneumonitis and fibrosis in mouse lung after single doses of X raysInt. J. Radiat. Oncol. Biol. Phys.(1984)-::-E. Van Rongen et al.Late functional, biochemical and histological changes in the rat lung after fractionated irradiation to the whole thoraxRadiother. Oncol.(1987)"
"Infrared optoelectronic volumetry, the ideal way to measure limb volume",
ACC/AHA Guidelines for the Management of Patients With ST-Elevation Myocardial Infarction: A Report of the American College of Cardiology/American Heart Association Task Force on Practice Guidelines (Committee to Revise the 1999 Guidelines for the Management of Patients With Acute Myocardial Infarction),
Frequency and Consequences of Recording an Electrocardiogram >10 Minutes After Arrival in an Emergency Room in Non–ST-Segment Elevation Acute Coronary Syndromes (from the CRUSADE Initiative),"E. Braunwald et al.Committee on the Management of Patients with Unstable Angina. ACC/AHA 2002 guideline update for the management of patients with unstable angina and non–ST-segment elevation myocardial infarction—summary articlea report of the American College of Cardiology/American Heart Association task force on practice guidelines (Committee on the Management of Patients With Unstable Angina)J Am Coll Cardiol(2002)-::-A.L. Blomkalns et al.Gender disparities in the diagnosis and treatment of non–ST-segment elevation acute coronary syndromesJ Am Coll Cardiol(2005)-::-R.E. Jackson et al.Effect of a patient’s sex on the timing of thrombolytic therapyAnn Emerg Med(1996)-::-J.S. Hochman et al.Outcome and profile of women and men presenting with acute coronary syndromes: a report from TIMI IIIB. TIMI Investigators. Thrombolysis in Myocardial InfarctionJ Am Coll Cardiol(1997)-::-P.J. Kudenchuk et al.Comparison of presentation, treatment, and outcome of acute myocardial infarction in men versus women (the Myocardial Infarction Triage and Intervention Registry)Am J Cardiol(1996)"
Errors in a busy emergency department,RS Hockberger et al.American College of Emergency Physicians Core Content Task Force II: the model of the clinical practice of emergency medicineAnn Emerg Med.(2001)-::--::-EJ Thomas et al.Incidence and types of adverse events and negligent care in Utah and ColoradoMed Care(2000)-::-RM Wilson et al.The quality in Australian health care studyAust Med J.(1995)-::-TA Brennan et al.Incidence of adverse events and negligence in hospitalized patientsNew Engl J Med.(1991)-::-MH Biros et al.Errors in emergency medicine: a call to actionAcad Emerg Med.(2000)-::-CD Chisholm et al.Emergency department workplace interruptions: are emergency physicians “interrupt-driven” and “multitasking”?Acad Emerg Med.(2000)-::-J VinenIncident monitoring in emergency departments: an Australian modelAcad Emerg Med.(2000)
"Strategies for Improving Information Management in Emergency Medicine to Meet Clinical, Research, and Administrative Needs","RL WearsComputer data base for ED visits [commentary]Ann Emerg Med(1992)-::-MD McDonaldHealth in the age of telecognition-::-O BarnettComputers in medicineJAMA(1990)-::-PF DruckerPost-capitalist Society(1993)-::--::-WH CordellImplementing an emergency medicine information infrastructureTop Emerg Med(1995)-::-PR AlperThe doctor-patient divideWall Street Journal(Oct 2, 1992)-::-ET Wong et al.Reaping the benefits of medical information systemsAcad Med(1996)-::-WM Tierney et al.Physician inpatient order writing on microcomputer workstations: Effects on resource utilizationJAMA(1993)-::-KM CoughlinJohn DieboldInsurance Rev(Sept 8 1992)"
Approaches to Patient Health Information Exchange and Their Impact on Emergency Medicine,"D.A. PollockData Elements for Emergency Department Systems, release 1.0 (DEEDS): a summary reportAnn Emerg Med(1998)-::-J.M. TeichThe benefits of sharing clinical informationAnn Emerg Med(1998)-::-J.M. Overhage et al.A randomized, controlled trial of clinical information shared from another institutionAnn Emerg Med(2002)-::-T.O. StairReduction of redundant laboratory orders by access to computerized patient recordsJ Emerg Med(1998)-::-McCaig LF, Burt CW. National Hospital Ambulatory Medical Care Survey: 2003 emergency department summary [National...-::-To Err is Human: Building a Safer Health System(1999)-::-Crossing the Quality Chasm: A New Health System for the 21st Century(2004)-::-Patient Safety: Achieving a New Standard for Care(2004)-::-IOM report: patient safety: achieving a new standard for careAcad Emerg Med(2005)-::-National Committee on Vital and Health Statistics. Toward a national health information infrastructure: interim report...-::-National Committee on Vital and Health Statistics. Information for health: a strategy for building the national health...-::-Thompson TG, Brailer DJ. The decade of health information technology: delivering consumer-centric and information-rich...-::-eHealth Initiative. Emerging trends and issues in health information exchange: second annual survey of state, regional...-::-Department of Health and Human Services. HHS awards contracts to develop nationwide health information network [US...-::-J.T. Finnell et al.Community clinical data exchange for emergency medicine patientsAMIA Annu Symp Proc(2003)-::-Greater New York Hospital Association. GNYHA members initiate clinical data exchange project [Greater New York Hospital...-::-A. Stiell et al.Prevalence of information gaps in the emergency department and the effect on patient outcomesCMAJ(2003)-::-P.C. Smith et al.Missing clinical information during primary care visitsJAMA(2005)"
"Artifacts and collaborative work in healthcare: methodological, theoretical, and technological implications of the tangible",
"A randomized, controlled trial of clinical information shared from another institution","MS Smith et al.The next-generation emergency departmentAnn Emerg Med(1998)-::-KW Hammond et al.A provider-interactive medical record system can favorably influence costs and quality of medical careComput Biol Med(1990)-::-CJ McDonald et al.The Regenstrief Medical Record System: a quarter century of experienceInt J Med Inf(1999)-::-WH Cordell et al.Strategies for improving information management in emergency medicine to meet clinical, research, and administrative needsAcad Emerg Med(1998)-::-American College of Emergency PhysiciansEmergency care guidelinesAnn Emerg Med(1997)-::--::-PJ Neumann et al.Potential savings from using information technology applications in health care in the United StatesInt J Technol Assess Health Care(1996)-::-GA Wilson et al.The effect of immediate access to a computerized medical record on physician test ordering: a controlled clinical trial in the emergency roomAm J Public Health(1982)"
Emergency Department Access to a Longitudinal Medical Record,"J.M. Overhage et al.A randomized, controlled trial of clinical information shared from another institutionAnn Emerg Med(2002)-::-J.M. Ferranti et al.The Clinical Document Architecture and the Continuity of Care Record: a critical analysisJ Am Med Inform Assoc(2006)-::-E.A. ColemanFalling through the cracks: challenges and opportunities for improving transitional care for persons with continuous complex care needsJ Am Geriatr Soc. Apr(2003)-::-I. Shablinsky et al.What do ER physicians really want?A method for elucidating ER information needsProc AMIA Symp.(1999)-::-Shapiro JS, Kuperman G, Kushniruk AW, Kannry J. Survey of emergency physicians to determine requirements for a regional..."
Emergency physicians’ behaviors and workload in the presence of an electronic whiteboard,"J. Fordyce et al.Errors in a busy emergency departmentAnn. Emerg. Med.(2003)-::-L.R. Schwartz et al.Emergency department complaints: a one-year analysisAnn. Emerg. Med.(1987)-::-D.T. Risser et al.The potential for improved teamwork to reduce medical errors in the emergency department. The MedTeams Research ConsortiumAnn. Emerg. Med.(1999)-::-J.M. Laposa et al.Work stress and posttraumatic stress disorder in ED nurses/personnelJ. Emerg. Nurs.(2003)-::-M. LevittAn evaluation of physiological stress in the emergency departmentAm. J. Emerg. Med.(1991)-::-S. Lloyd et al.Burnout, depression, life and job satisfaction among Canadian emergency physiciansJ. Emerg. Med.(1994)-::-G. Lum et al.A survey of wellness issues in emergency medicine (part 2)Ann. Emerg. Med.(1995)-::-M. Reinhart et al.American board of emergency medicine longitudinal study of emergency physiciansAnn. Emerg. Med.(1999)-::-T.W. Whitley et al.Work-related stress and depression among physicians pursuing postgraduate training in emergency medicine: an international studyAnn. Emerg. Med.(1991)-::-J. Zautcke et al.Stress in the emergency department clerical staffJ. Emerg. Med.(1996)-::-C.D. Chisholm et al.Work interrupted: a comparison of workplace interruptions in emergency departments and primary care officesAnn. Emerg. Med.(2001)-::-L.G. Graff et al.Emergency physician workload: a time studyAnn. Emerg. Med.(1993)-::-J.C. Hollingsworth et al.How do physicians and nurses spend their time in the emergency department?Ann. Emerg. Med.(1998)-::-S.G. Hart et al.Development of NASA-TLX (Task Load Index): results of experimental and theoretical research-::-R. Spencer et al.Variation in communiction loads on clinical staff in the emergency departmentAnn. Emerg. Med.(2004)-::-L. McCraig, C.W. Burt, National Hospital Ambulatory Medical Care Survey: 2002 Emergency Department Summary, National...-::-S. Trzeciak et al.Emergency department overcrowding in the United States: an emerging threat to patient safety and public healthEmerg. Med. J.(2003)-::-A. Forster et al.The effect of hospital occupancy on emergency department length of stay and patient dispositionAcad. Emerg. Med.(2003)-::-Reasons for crowded EDs vary among hopsital, communities, GAO says, Qual Letter Healtc Lead, 15 (2003)...-::-F. ZwemerEmergency department overcrowdingAnn. Emerg. Med.(2000)-::-J. Appleby, ER Conditions: Critical, in USA Today, Crystal City,..."
